,dir_name,img_file,bound_left,bound_top,bound_right,bound_bot,pan,roll,tilt,anger,joy,sorrow,surprise
23629,170524_1030_101/,G0017834.jpg,1243,925,1317,1011,31.5112361907959,-9.78228759765625,-13.402966499328613,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23630,170524_1030_101/,G0017834.jpg,855,995,930,1081,9.575153350830078,-5.6041226387023935,0.4808439612388611,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY
23631,170524_1030_101/,G0017834.jpg,2868,1106,2942,1192,53.91888809204102,53.41093063354492,-30.76825714111328,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23632,170524_1030_101/,G0017835.jpg,2362,955,2424,1027,-0.6366655230522156,-0.3593934774398804,1.7220195531845093,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23633,170524_1030_101/,G0017835.jpg,1942,1097,2012,1177,9.72260856628418,3.3168563842773438,-6.189478397369385,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23634,170524_1030_101/,G0017835.jpg,1303,1005,1390,1106,18.48872947692871,-19.8393497467041,6.385641098022461,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23635,170524_1030_101/,G0017835.jpg,354,1343,474,1483,14.1110258102417,-22.20062828063965,10.513298988342283,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23636,170524_1030_101/,G0017835.jpg,1721,877,1780,947,-0.06865786015987396,-0.3663460314273834,0.026037395000457764,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23637,170524_1030_101/,G0017835.jpg,2224,955,2292,1034,9.54107666015625,-3.0850276947021484,-8.901348114013672,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23638,170524_1030_101/,G0017835.jpg,2044,960,2103,1029,12.33706283569336,-5.6812286376953125,-3.413170576095581,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23639,170524_1030_101/,G0017835.jpg,1,1485,149,1657,19.985122680664066,5.360308647155762,-9.215971946716307,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23640,170524_1030_101/,G0017835.jpg,2758,1612,2871,1743,18.47076988220215,13.441792488098145,-15.32823657989502,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23641,170524_1030_101/,G0017835.jpg,2379,1080,2451,1164,-1.5374274253845217,-11.91205883026123,-1.5624959468841553,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23642,170524_1030_101/,G0017835.jpg,1244,925,1317,1009,28.38124656677246,-12.460930824279785,-16.681720733642578,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23643,170524_1030_101/,G0017835.jpg,751,1322,863,1452,13.802638053894045,10.027109146118164,-12.58072280883789,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23644,170524_1030_101/,G0017835.jpg,3850,1145,3932,1240,1.4538713693618774,11.66212272644043,24.81366539001465,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23645,170524_1030_101/,G0017835.jpg,857,994,931,1080,6.510679244995117,-9.37400722503662,-4.338085174560547,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY
23646,170524_1030_101/,G0017836.jpg,2365,957,2426,1028,-0.994626760482788,2.001596212387085,0.037763219326734536,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23647,170524_1030_101/,G0017836.jpg,1865,963,1932,1041,2.9656805992126465,-1.5770199298858645,-4.041061401367188,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23648,170524_1030_101/,G0017836.jpg,1943,1097,2013,1178,6.516561985015869,3.379359245300293,-5.313436985015869,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23649,170524_1030_101/,G0017836.jpg,1079,1073,1166,1174,-7.724893569946289,-14.666924476623535,0.19365432858467105,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23650,170524_1030_101/,G0017836.jpg,2222,957,2290,1035,14.099563598632812,-2.387526750564575,-5.525931358337402,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23651,170524_1030_101/,G0017836.jpg,1722,876,1781,945,4.399993419647217,1.632076859474182,2.978926420211792,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23652,170524_1030_101/,G0017836.jpg,357,1345,475,1482,13.53248119354248,-21.72772789001465,10.116050720214844,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23653,170524_1030_101/,G0017836.jpg,0,1485,148,1657,23.40834999084473,7.521040916442871,-10.84258270263672,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23654,170524_1030_101/,G0017836.jpg,2377,1081,2448,1165,3.8965017795562735,-11.523773193359375,-2.1126532554626465,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23655,170524_1030_101/,G0017836.jpg,1245,926,1315,1007,28.19802284240723,-9.728453636169434,-18.28044891357422,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23656,170524_1030_101/,G0017836.jpg,2759,1615,2871,1745,13.911232948303224,12.545451164245605,-10.059600830078123,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23657,170524_1030_101/,G0017836.jpg,2046,961,2107,1032,9.017934799194336,-7.026070594787598,1.2656840085983276,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23658,170524_1030_101/,G0017836.jpg,759,1330,869,1458,1.5907566547393799,4.832810878753662,-2.879939079284668,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23659,170524_1030_101/,G0017836.jpg,255,1115,321,1192,10.764729499816896,-14.089791297912598,1.3691737651824951,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23660,170524_1030_101/,G0017836.jpg,3851,1146,3926,1234,5.995695114135742,8.180788040161133,18.956623077392575,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23661,170524_1030_101/,G0017837.jpg,2366,959,2427,1030,-3.424903154373169,3.2029237747192383,1.6006449460983276,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23662,170524_1030_101/,G0017837.jpg,1861,962,1923,1034,-3.5791072845458984,-10.673118591308594,1.583998441696167,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23663,170524_1030_101/,G0017837.jpg,1943,1097,2012,1177,8.937360763549805,3.918745279312134,-7.1215572357177725,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23664,170524_1030_101/,G0017837.jpg,2980,952,3042,1024,23.27382469177246,18.42985343933105,-9.503504753112793,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23665,170524_1030_101/,G0017837.jpg,357,1340,476,1478,11.931097984313965,-20.55426597595215,3.7901275157928467,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23666,170524_1030_101/,G0017837.jpg,1720,877,1781,947,6.029980659484862,1.5164661407470703,4.1670870780944815,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23667,170524_1030_101/,G0017837.jpg,3,1479,153,1654,22.22890281677246,9.41146183013916,-16.354101181030273,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23668,170524_1030_101/,G0017837.jpg,2756,1611,2871,1744,11.86658763885498,11.271688461303713,-15.681801795959473,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23669,170524_1030_101/,G0017837.jpg,2378,1081,2451,1165,-1.3047200441360474,-11.488447189331055,-0.17164888978004456,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23670,170524_1030_101/,G0017837.jpg,1246,926,1317,1008,24.39777565002441,-12.865888595581055,-17.202032089233402,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23671,170524_1030_101/,G0017837.jpg,2046,959,2106,1030,13.165209770202635,-5.585862636566162,-3.7732012271881104,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23672,170524_1030_101/,G0017837.jpg,755,1327,867,1458,4.670851230621338,2.9793312549591064,-5.439755439758301,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23673,170524_1030_101/,G0017838.jpg,1856,959,1921,1034,-0.6875613331794739,-13.247224807739258,0.5804566740989685,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23674,170524_1030_101/,G0017838.jpg,2362,956,2424,1028,2.491783142089844,0.4105263948440552,-6.924714088439941,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23675,170524_1030_101/,G0017838.jpg,362,1339,480,1477,11.44766330718994,-18.772432327270508,2.591989040374756,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23676,170524_1030_101/,G0017838.jpg,2224,955,2292,1034,10.18014144897461,-2.4545555114746094,-11.03133773803711,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23677,170524_1030_101/,G0017838.jpg,1943,1097,2012,1177,8.394065856933594,3.5043272972106934,-7.241824150085449,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23678,170524_1030_101/,G0017838.jpg,1720,877,1779,946,9.475339889526367,0.3140997588634491,3.9199645519256583,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23679,170524_1030_101/,G0017838.jpg,2,1480,154,1657,22.13274574279785,8.897658348083496,-15.029269218444824,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23680,170524_1030_101/,G0017838.jpg,2046,959,2107,1030,12.55543613433838,-7.282439231872559,-2.630493402481079,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23681,170524_1030_101/,G0017838.jpg,2759,1618,2876,1753,-2.431678295135498,4.4625444412231445,7.083499431610107,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23682,170524_1030_101/,G0017838.jpg,2978,960,3034,1025,39.07212829589844,12.129911422729492,-11.077689170837402,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23683,170524_1030_101/,G0017838.jpg,2376,1081,2449,1165,3.6555700302124015,-11.802977561950685,-2.461255550384521,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23684,170524_1030_101/,G0017838.jpg,1243,925,1316,1009,29.64670372009277,-11.1902494430542,-16.658819198608402,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23685,170524_1030_101/,G0017838.jpg,752,1324,863,1453,10.4754638671875,5.38433837890625,-11.255361557006836,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23686,170524_1030_101/,G0017838.jpg,2868,1106,2941,1191,60.1474609375,56.98912811279297,-29.08614921569824,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23687,170524_1030_101/,G0017839.jpg,1854,959,1917,1033,2.5009052753448486,-13.025555610656738,-0.6947718858718872,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23688,170524_1030_101/,G0017839.jpg,2366,956,2427,1027,14.66313648223877,-2.701961040496826,-3.347849130630493,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23689,170524_1030_101/,G0017839.jpg,1941,1097,2011,1177,13.308573722839355,4.540366172790527,-6.157158851623535,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23690,170524_1030_101/,G0017839.jpg,362,1340,477,1474,14.631251335144045,-16.6815185546875,7.512692451477051,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23691,170524_1030_101/,G0017839.jpg,1720,876,1782,948,6.345564365386963,0.9888848066329956,5.486902236938477,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23692,170524_1030_101/,G0017839.jpg,755,1299,881,1447,-3.313843250274658,-6.793994426727295,-9.998794555664062,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23693,170524_1030_101/,G0017839.jpg,2226,955,2291,1031,5.845585346221924,-4.193338394165038,-13.436234474182127,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23694,170524_1030_101/,G0017839.jpg,2376,1082,2447,1165,8.441701889038086,-11.636919975280762,-1.1769355535507202,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23695,170524_1030_101/,G0017839.jpg,2048,961,2107,1029,10.067245483398438,-6.54811954498291,0.028985552489757538,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23696,170524_1030_101/,G0017839.jpg,2758,1618,2870,1748,-1.0099196434020996,5.414599895477295,-0.3855101764202118,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23697,170524_1030_101/,G0017839.jpg,0,1484,148,1661,26.14990043640137,9.349878311157227,-10.714919090270996,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23698,170524_1030_101/,G0017839.jpg,1244,923,1317,1007,26.97546577453613,-10.849639892578123,-23.881488800048828,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23699,170524_1030_101/,G0017840.jpg,2364,957,2427,1030,23.11249923706055,-3.269439697265625,-3.611048460006714,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23700,170524_1030_101/,G0017840.jpg,1856,960,1919,1032,-0.5462635755538939,-12.455918312072756,0.14590133726596832,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23701,170524_1030_101/,G0017840.jpg,358,1340,475,1476,14.054777145385742,-18.90290069580078,7.850111961364746,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
23702,170524_1030_101/,G0017840.jpg,1942,1096,2012,1177,10.09320068359375,3.786773204803467,-8.275904655456543,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23703,170524_1030_101/,G0017840.jpg,2227,954,2297,1036,-2.666078805923462,-5.569714069366455,-6.039788722991943,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23704,170524_1030_101/,G0017840.jpg,2043,955,2107,1029,5.430462837219238,0.3710440099239349,-7.1713624000549325,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23705,170524_1030_101/,G0017840.jpg,1725,877,1785,947,-3.6257212162017822,1.330033779144287,4.085756778717041,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23706,170524_1030_101/,G0017840.jpg,0,1482,146,1662,29.092416763305664,9.744670867919922,-9.786943435668944,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23707,170524_1030_101/,G0017840.jpg,740,1298,867,1447,7.318427085876465,-13.970478057861328,-0.1685245782136917,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23708,170524_1030_101/,G0017840.jpg,2378,1076,2451,1162,3.5264692306518555,-10.374085426330566,-6.7478885650634775,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23709,170524_1030_101/,G0017840.jpg,1091,1101,1162,1184,3.251725673675537,-0.64424729347229,-5.534139156341553,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23710,170524_1030_101/,G0017840.jpg,2753,1605,2872,1743,4.179549217224121,4.615774154663086,-10.49478816986084,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23711,170524_1030_101/,G0017840.jpg,1243,924,1317,1010,26.31026268005371,-8.959647178649902,-16.711797714233402,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
23712,170524_1030_101/,G0017840.jpg,2869,1110,2938,1190,63.11940383911133,56.62397003173828,-26.9670467376709,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
