,dir_name,img_file,bound_left,bound_top,bound_right,bound_bot,pan,roll,tilt,anger,joy,sorrow,surprise
34164,170524_1030_101/,G0018591.jpg,2648,908,2708,978,36.73563003540039,23.31272315979004,-4.849985122680664,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34165,170524_1030_101/,G0018592.jpg,2727,1579,2858,1730,16.279699325561527,0.8058040738105774,-7.6245551109313965,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34166,170524_1030_101/,G0018592.jpg,2356,951,2416,1021,2.6181693077087402,-7.429344654083253,-5.728427886962892,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34167,170524_1030_101/,G0018592.jpg,2196,938,2261,1013,5.279777050018311,-7.334737300872803,-2.5459699630737305,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34168,170524_1030_101/,G0018592.jpg,1975,1093,2045,1175,15.565550804138185,9.81309986114502,5.438694953918457,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34169,170524_1030_101/,G0018592.jpg,2625,1185,2709,1283,-0.3608730137348175,12.237799644470215,-1.3396154642105105,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34170,170524_1030_101/,G0018592.jpg,1727,876,1785,943,1.3390222787857056,1.2403950691223145,-1.225454568862915,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34171,170524_1030_101/,G0018592.jpg,1434,1327,1551,1464,24.85675430297852,-3.4620187282562256,-16.189722061157227,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34172,170524_1030_101/,G0018592.jpg,565,1012,658,1120,16.345272064208984,-11.7845458984375,14.039043426513672,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34173,170524_1030_101/,G0018592.jpg,1878,959,1941,1032,-6.671512126922607,6.38596773147583,-13.966726303100586,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34174,170524_1030_101/,G0018592.jpg,359,1334,479,1473,0.9195875525474548,-24.85099601745605,-11.700152397155762,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34175,170524_1030_101/,G0018592.jpg,2383,1058,2456,1143,3.961148023605346,1.3940403461456299,2.5482091903686523,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34176,170524_1030_101/,G0018592.jpg,3284,1408,3383,1523,16.014698028564453,4.083753108978272,-5.62351655960083,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34177,170524_1030_101/,G0018592.jpg,2682,1419,2797,1552,3.90667462348938,6.42797327041626,-8.291038513183594,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34178,170524_1030_101/,G0018592.jpg,2984,955,3040,1019,26.466636657714844,16.67580795288086,-1.1151114702224731,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34179,170524_1030_101/,G0018592.jpg,736,1308,855,1446,2.1263072490692143,-0.817785382270813,1.6196281909942627,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34180,170524_1030_101/,G0018592.jpg,2646,905,2709,978,39.55234146118164,17.74331283569336,-8.241127967834473,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34181,170524_1030_101/,G0018592.jpg,3674,988,3753,1079,2.369602680206299,5.07637357711792,-2.530458211898804,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34182,170524_1030_101/,G0018592.jpg,2226,851,2284,919,-5.8426194190979,7.529926300048827,8.087265014648438,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34183,170524_1030_101/,G0018593.jpg,2355,952,2415,1021,-5.415011405944824,-2.7306809425354004,-8.169252395629883,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34184,170524_1030_101/,G0018593.jpg,2729,1577,2859,1729,14.742984771728516,0.5082465410232544,-10.555130958557127,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34185,170524_1030_101/,G0018593.jpg,1872,959,1935,1032,4.754277229309082,6.135008811950684,-6.767098426818848,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34186,170524_1030_101/,G0018593.jpg,1961,1098,2036,1185,14.031253814697266,4.220592975616455,1.0970896482467651,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34187,170524_1030_101/,G0018593.jpg,2624,1187,2710,1286,-1.7820345163345337,12.087519645690918,1.1955358982086182,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34188,170524_1030_101/,G0018593.jpg,2196,937,2263,1014,5.153172016143799,-5.185470104217528,-2.2580065727233887,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34189,170524_1030_101/,G0018593.jpg,3267,1407,3363,1519,6.258123874664308,7.598508358001709,-8.488504409790039,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34190,170524_1030_101/,G0018593.jpg,1723,876,1781,944,8.50966739654541,1.5433467626571655,2.5883944034576416,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34191,170524_1030_101/,G0018593.jpg,2158,1211,2247,1315,9.71682834625244,3.8534069061279297,-0.5989565253257751,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34192,170524_1030_101/,G0018593.jpg,566,1013,658,1120,16.494194030761722,-10.93537425994873,13.38389778137207,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34193,170524_1030_101/,G0018593.jpg,2688,1419,2801,1550,-3.5523927211761475,4.6402201652526855,-13.194110870361328,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34194,170524_1030_101/,G0018593.jpg,2381,1055,2456,1142,9.93203353881836,1.810847878456116,-1.4549459218978882,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
34195,170524_1030_101/,G0018593.jpg,364,1339,480,1473,-1.3460230827331543,-27.707046508789066,-8.466361045837402,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34196,170524_1030_101/,G0018593.jpg,727,1301,850,1444,3.949205160140991,-2.660922050476074,-1.0241652727127075,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34197,170524_1030_101/,G0018593.jpg,2853,1096,2925,1179,49.27266311645508,49.40411758422852,-21.926267623901367,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34198,170524_1030_101/,G0018593.jpg,3668,991,3750,1087,-7.351360321044923,5.140799045562744,8.188614845275879,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34199,170524_1030_101/,G0018593.jpg,2648,903,2709,973,41.04539108276367,24.259300231933594,-18.630441665649414,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34200,170524_1030_101/,G0018594.jpg,2357,954,2415,1021,-4.035116672515868,-4.573376178741455,1.8071531057357788,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34201,170524_1030_101/,G0018594.jpg,1962,1098,2035,1183,10.972175598144533,6.25414514541626,-4.215556621551514,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34202,170524_1030_101/,G0018594.jpg,2731,1583,2858,1731,14.189454078674315,0.8464026451110841,-5.417124271392822,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34203,170524_1030_101/,G0018594.jpg,2197,938,2261,1013,6.91152811050415,-5.834826946258545,-1.9306457042694087,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34204,170524_1030_101/,G0018594.jpg,2623,1187,2708,1286,0.4959250688552856,13.289297103881836,0.6549122333526611,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34205,170524_1030_101/,G0018594.jpg,2384,1055,2458,1142,6.485697746276856,0.8394750952720642,-2.010831356048584,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34206,170524_1030_101/,G0018594.jpg,567,1014,658,1121,16.957157135009766,-10.790754318237305,13.296209335327148,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34207,170524_1030_101/,G0018594.jpg,3269,1406,3371,1525,6.659935474395753,11.529354095458984,-13.353869438171387,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34208,170524_1030_101/,G0018594.jpg,1724,875,1781,942,6.039059638977051,1.3726720809936523,-1.4430439472198486,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34209,170524_1030_101/,G0018594.jpg,355,1333,481,1479,4.223273277282715,-24.62535858154297,-10.044881820678713,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34210,170524_1030_101/,G0018594.jpg,2683,1417,2795,1546,7.41819953918457,9.426323890686037,-17.67536735534668,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34211,170524_1030_101/,G0018594.jpg,717,1304,843,1450,2.33321499824524,-14.187342643737793,-2.549248695373535,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34212,170524_1030_101/,G0018594.jpg,2981,945,3037,1011,40.81062316894531,15.61103057861328,-7.901454925537108,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34213,170524_1030_101/,G0018594.jpg,1876,964,1937,1034,7.317026138305664,7.205272674560548,-7.919337749481201,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34214,170524_1030_101/,G0018594.jpg,2650,908,2709,975,37.764503479003906,20.04515838623047,-13.035208702087402,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34215,170524_1030_101/,G0018594.jpg,3651,991,3731,1083,-0.2759006917476654,-0.5463467836380005,3.062955379486084,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34216,170524_1030_101/,G0018594.jpg,1437,1341,1544,1465,28.31809234619141,2.5628201961517334,-22.65209197998047,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34217,170524_1030_101/,G0018594.jpg,2853,1096,2923,1178,54.20070266723633,53.88616561889648,-20.00190734863281,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34218,170524_1030_101/,G0018594.jpg,2166,1247,2237,1329,-7.624112129211426,9.865845680236816,-9.26724910736084,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34219,170524_1030_101/,G0018595.jpg,2353,953,2414,1023,2.36788272857666,-3.220890522003174,-3.8406095504760738,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34220,170524_1030_101/,G0018595.jpg,2732,1579,2860,1729,12.930120468139648,0.7754035592079163,-9.780556678771973,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34221,170524_1030_101/,G0018595.jpg,1962,1099,2033,1182,10.32060432434082,5.125260829925537,-3.160471200942993,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34222,170524_1030_101/,G0018595.jpg,2196,937,2261,1013,8.528422355651855,-4.611674308776856,-3.500034809112549,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34223,170524_1030_101/,G0018595.jpg,2626,1187,2711,1287,-5.209078311920166,12.85130214691162,-0.5358261466026306,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34224,170524_1030_101/,G0018595.jpg,566,1013,659,1121,13.286490440368652,-10.69542407989502,11.175267219543457,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34225,170524_1030_101/,G0018595.jpg,727,1323,848,1464,-4.104475021362306,-1.9853144884109497,-6.384239673614503,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34226,170524_1030_101/,G0018595.jpg,2382,1056,2457,1142,5.7389469146728525,1.329095482826233,0.4679042398929596,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
34227,170524_1030_101/,G0018595.jpg,1725,876,1783,943,3.8916099071502686,0.9670718908309937,2.3282535076141357,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34228,170524_1030_101/,G0018595.jpg,360,1332,483,1475,-2.7742078304290767,-26.76884651184082,-11.650801658630373,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34229,170524_1030_101/,G0018595.jpg,2046,959,2106,1029,3.2987439632415767,-5.0767693519592285,-11.899580001831055,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34230,170524_1030_101/,G0018595.jpg,2681,1415,2795,1547,8.378260612487793,9.526866912841797,-17.76180648803711,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34231,170524_1030_101/,G0018595.jpg,1334,1011,1422,1113,30.52363395690918,-16.890142440795902,-0.5565093159675598,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34232,170524_1030_101/,G0018595.jpg,3652,987,3729,1077,0.5739707350730896,-3.399540662765503,-9.188103675842283,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34233,170524_1030_101/,G0018595.jpg,3590,1623,3747,1806,41.9638900756836,22.389522552490234,-9.684974670410156,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34234,170524_1030_101/,G0018595.jpg,2651,909,2709,977,35.13713836669922,21.477365493774414,-9.239622116088867,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34235,170524_1030_101/,G0018595.jpg,2854,1097,2925,1179,48.03124237060547,51.49644470214844,-21.026079177856445,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34236,170524_1030_101/,G0018596.jpg,2358,951,2417,1021,6.777552604675293,-3.95402455329895,-6.16274356842041,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34237,170524_1030_101/,G0018596.jpg,2730,1579,2859,1730,15.30733871459961,0.8530346155166626,-8.394102096557617,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34238,170524_1030_101/,G0018596.jpg,1960,1098,2034,1185,7.900487899780272,3.617612361907959,-3.1782984733581543,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34239,170524_1030_101/,G0018596.jpg,2198,937,2263,1013,5.183987140655519,-4.774266719818115,-2.9268114566802983,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34240,170524_1030_101/,G0018596.jpg,566,1014,657,1120,13.724912643432615,-9.989797592163086,11.537184715270994,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34241,170524_1030_101/,G0018596.jpg,2627,1186,2712,1284,-3.733151912689209,12.061997413635256,-2.9205877780914307,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34242,170524_1030_101/,G0018596.jpg,1434,1329,1551,1465,24.87490081787109,-3.389622926712036,-17.351709365844727,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34243,170524_1030_101/,G0018596.jpg,1877,957,1942,1032,14.62908935546875,-4.680263042449951,-17.674386978149414,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34244,170524_1030_101/,G0018596.jpg,1724,875,1782,942,7.991864204406737,2.7151029109954834,-0.277886301279068,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34245,170524_1030_101/,G0018596.jpg,2381,1053,2457,1141,7.7256226539611825,-0.1991961300373077,-1.6014527082443235,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34246,170524_1030_101/,G0018596.jpg,2048,962,2104,1026,3.647241353988648,-7.312208652496338,-16.28843879699707,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34247,170524_1030_101/,G0018596.jpg,361,1333,483,1474,-2.5345020294189453,-26.753116607666016,-12.0380220413208,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34248,170524_1030_101/,G0018596.jpg,2988,1384,3090,1503,26.68732261657715,7.71377420425415,-0.2387920767068863,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34249,170524_1030_101/,G0018596.jpg,732,1321,855,1464,-3.5154342651367188,0.09347175806760788,-6.973455429077148,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34250,170524_1030_101/,G0018596.jpg,3283,1407,3378,1517,18.914310455322266,9.72398281097412,-10.926427841186523,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34251,170524_1030_101/,G0018596.jpg,2686,1418,2801,1551,-0.9549241662025452,6.413494110107423,-13.559292793273926,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34252,170524_1030_101/,G0018596.jpg,3650,985,3729,1077,-2.758661985397339,-4.61457633972168,-10.11001682281494,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34253,170524_1030_101/,G0018596.jpg,1337,1011,1424,1112,26.05498313903809,-18.066526412963867,-0.6250821948051453,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34254,170524_1030_101/,G0018596.jpg,2223,852,2279,917,10.713356018066406,1.3397315740585327,7.136431694030763,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34255,170524_1030_101/,G0018596.jpg,2989,963,3044,1027,32.75665664672852,22.636802673339844,-12.113370895385742,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34256,170524_1030_101/,G0018596.jpg,2645,906,2707,978,45.23662185668945,20.41382598876953,-4.402341842651367,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34257,170524_1030_101/,G0018596.jpg,2853,1097,2924,1179,52.45938110351562,50.512474060058594,-17.582651138305664,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34258,170524_1030_101/,G0018597.jpg,2357,951,2419,1023,4.2109360694885245,0.3514213263988495,-4.8320960998535165,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34259,170524_1030_101/,G0018597.jpg,2727,1583,2857,1734,17.331350326538086,-0.8433798551559448,-2.6544201374053955,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34260,170524_1030_101/,G0018597.jpg,2979,1384,3083,1506,16.48414421081543,1.4852641820907593,-4.966010570526123,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34261,170524_1030_101/,G0018597.jpg,1958,1099,2033,1187,12.705320358276367,4.068053245544434,-1.686908483505249,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34262,170524_1030_101/,G0018597.jpg,2623,1185,2709,1286,1.1970106363296509,12.001870155334473,-0.08816471695899962,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34263,170524_1030_101/,G0018597.jpg,2197,938,2262,1014,6.397050380706787,-5.147903919219972,-1.5632367134094238,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34264,170524_1030_101/,G0018597.jpg,1432,1325,1552,1465,19.48040199279785,-8.779146194458008,-13.335346221923828,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34265,170524_1030_101/,G0018597.jpg,3281,1409,3373,1516,6.8055033683776855,12.769455909729006,-7.8681440353393555,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34266,170524_1030_101/,G0018597.jpg,2380,1053,2456,1140,10.032151222229004,0.7238672971725464,-2.7185521125793457,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34267,170524_1030_101/,G0018597.jpg,1725,875,1784,943,2.87489652633667,2.1352853775024414,-0.636336088180542,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34268,170524_1030_101/,G0018597.jpg,568,1014,659,1120,10.80237865447998,-9.72719955444336,11.708760261535645,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34269,170524_1030_101/,G0018597.jpg,732,1317,859,1464,-6.841056346893311,0.3619682788848877,-8.872570037841797,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
34270,170524_1030_101/,G0018597.jpg,2687,1420,2801,1553,-2.535487174987793,5.78629732131958,-10.712425231933594,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
